,Date,ID,url,username,source,location,tweet,num_of_likes,num_of_retweet
4793,2023-02-19 20:17:19+00:00,1627401968388907008,https://twitter.com/natpetitt16/status/1627401968388907008,natpetitt16,Twitter for iPhone,🏳️‍🌈,“donald trump is a fat ass woman”,1,0
4794,2023-02-19 20:17:03+00:00,1627401901456371713,https://twitter.com/CharlesAllnut/status/1627401901456371713,CharlesAllnut,Twitter for Android,Heart of Darkness,@lindyli Jimmy Carter was a great admirer of Donald Trump and the two of them got along well together so stop with all the fake news,0,0
4795,2023-02-19 20:17:01+00:00,1627401892220354562,https://twitter.com/skattrbrainz/status/1627401892220354562,skattrbrainz,Twitter for iPhone,,"@itsJeffTiedrich Elon Must is Billionaire, DONALD TRUMP IS BILLIONAIRE.. FOX NEWS IS MOST WATCH CHANNEL FOR A GOOD REASON",0,0
4796,2023-02-19 20:17:00+00:00,1627401886973427712,https://twitter.com/PatrioticOn22/status/1627401886973427712,PatrioticOn22,TweetDeck,,"DOJ Argued Against Donald Trump’s Request
https://t.co/pZat4reFdc",0,0
4797,2023-02-19 20:16:56+00:00,1627401871638908929,https://twitter.com/Mayjones00/status/1627401871638908929,Mayjones00,Twitter for Android,,@SussexRoyalty_ @TheDuchessBoom Come like Donald Trump and wive,2,0
4798,2023-02-19 20:16:08+00:00,1627401668659650560,https://twitter.com/TimothyForshey/status/1627401668659650560,TimothyForshey,Twitter for iPhone,"Largo, FL","@Anti__Globalism There’s very few people in the republican party I trust, but I do trust Donald Trump with my life and my country",0,0
4799,2023-02-19 20:16:06+00:00,1627401662192140288,https://twitter.com/wtflanksteak/status/1627401662192140288,wtflanksteak,IFTTT,Chicago,Donald Trump lost the popular vote. Hillary Clinton won the popular vote.,10,0
4800,2023-02-19 20:15:22+00:00,1627401477810692096,https://twitter.com/nickjam96618574/status/1627401477810692096,nickjam96618574,Twitter for iPhone,"Tacoma, WA","Read ""Watch: Ann Coulter says Donald Trump is 'profoundly stupid'' on SmartNews: https://t.co/hIahivOgjS",0,1
4801,2023-02-19 20:15:21+00:00,1627401472856977412,https://twitter.com/SunsetSentry/status/1627401472856977412,SunsetSentry,Twitter for iPhone,"Toronto, Ontario",@AliVelshi Donald Trump has entered the chat.,0,0
4802,2023-02-19 20:15:05+00:00,1627401406121488385,https://twitter.com/RobertLutherFL/status/1627401406121488385,RobertLutherFL,Twitter for iPhone,"Space Coast, Florida","@1Savagedoc @AnnCoulter @TPostMillennial @anntensity Donald Trump
Spelunker in Chief",0,0
4803,2023-02-19 20:15:01+00:00,1627401388245352449,https://twitter.com/Amma007/status/1627401388245352449,Amma007,Twitter Web App,"Akwesasne, turtle island ","the infamous call where he asked 
Secretary of State Brad Raffensperger to 
""find"" enough votes for him 
to reverse Joe Biden's victory in Georgia.

Donald Trump Will Face 'Press Play Trial' in Georgia: Kirschner https://t.co/2iQVBxLx29",6,0
4804,2023-02-19 20:15:00+00:00,1627401383778418691,https://twitter.com/Real22Patriot/status/1627401383778418691,Real22Patriot,TweetDeck, ,"Donald Trump Just Scored Multiple Election Victories
https://t.co/o3OiY87Ux9",0,0
4805,2023-02-19 20:15:00+00:00,1627401383581454336,https://twitter.com/VoiceMaga/status/1627401383581454336,VoiceMaga,TweetDeck,,"Many Election Victories Were Scored By Donald Trump

https://t.co/Iw6Tt8LDvk",1,0
4806,2023-02-19 20:14:48+00:00,1627401334851792897,https://twitter.com/MikeyisitPerry/status/1627401334851792897,MikeyisitPerry,Twitter for Android,"Katy, TX",@idk_you999 @POTUS So original Blame Republicans and Donald Trump for everything even though Donald Trump's been out of office for over 2 years and Democrats had control of all three chambers the past two years yeah it's all our fault LMFAO,3,1
4807,2023-02-19 20:13:29+00:00,1627401001786286081,https://twitter.com/JanuaryAttack/status/1627401001786286081,JanuaryAttack,Twitter Web App,,"@MikeSington Like Donald Trump and all Republican Lawmakers, Nikki Haley is a violent ""christian nationalist"" (anti-women's rights, anti-gay rights, anti-trans rights) and a white supremacist. Nikki Haley has no morals and no sense of right and wrong. Nikki Haley is anti-American.",26,5
4808,2023-02-19 20:13:24+00:00,1627400980932313089,https://twitter.com/J1292J/status/1627400980932313089,J1292J,Twitter for Android,"North Carolina, USA",@MassiveNiki02 @MWPolitics101 @ProgNewDealer 2024 is about preserving freedom and therefore defeating Donald Trump &amp; Ron DeSantis. Anything else is a distraction.,0,0
4809,2023-02-19 20:13:10+00:00,1627400922442903552,https://twitter.com/SamLitman/status/1627400922442903552,SamLitman,Twitter for iPhone,"Las Vegas, NV","@ACTBrigitte Donald trump has done nothing to earn the trust of the American people.

He has however earned the trust of China and the drug cartels exploiting our southern border. They love trump. Fixed.",7,1
4810,2023-02-19 20:13:05+00:00,1627400901639176192,https://twitter.com/iWeStayUnited/status/1627400901639176192,iWeStayUnited,"Cheap Bots, Done Quick!",,''Racism is beyond common sense and has no place in our society''. - Morrissey the Profiling Muslims from coming to America is common sense - Donald Trump,0,0
4811,2023-02-19 20:13:02+00:00,1627400889890705415,https://twitter.com/Terrell67566682/status/1627400889890705415,Terrell67566682,Twitter for Android,,I'm just asking because somebody was trying to scare people to go on Donald Trump's side and it was using spy balloon and see how everybody was interacting,1,1
4812,2023-02-19 20:12:51+00:00,1627400843854241793,https://twitter.com/khakisarnews/status/1627400843854241793,khakisarnews,Jetpack.com,mut shahwani trible area ,Fox News host confronts Nikki Haley on how she differs from Donald Trump https://t.co/4oScIzytdc,0,0
4813,2023-02-19 20:12:44+00:00,1627400816163438592,https://twitter.com/SanaCha32172613/status/1627400816163438592,SanaCha32172613,Jetpack.com,,Fox News host confronts Nikki Haley on how she differs from Donald Trump https://t.co/FCpYMpbCoF,0,0
4814,2023-02-19 20:12:39+00:00,1627400794407579648,https://twitter.com/sanzeelv/status/1627400794407579648,sanzeelv,Jetpack.com,,Fox News host confronts Nikki Haley on how she differs from Donald Trump https://t.co/qzXwJrDvgP,0,0
4815,2023-02-19 20:12:33+00:00,1627400767031111680,https://twitter.com/redroof2000/status/1627400767031111680,redroof2000,Twitter for iPhone,,Can the Republican establishment finally stop Trump this time? #SmartNews … THE REPUBLICAN ELITES WILL DESTROY THEMSELVES IF THEY STOP TRUMP!  Time to Save America with Donald Trump !!!  https://t.co/pYW1zsEzLX,0,0
4816,2023-02-19 20:12:30+00:00,1627400754565730304,https://twitter.com/JohnFra67450537/status/1627400754565730304,JohnFra67450537,Twitter Web App,,"Donald Trump and Andrew Jackson: History Repeats Itself

https://t.co/W1tPmVoEGK",0,0
4817,2023-02-19 20:12:28+00:00,1627400748848885760,https://twitter.com/Owlallowit/status/1627400748848885760,Owlallowit,Twitter Web App,,"Heard there was a Coke Plant explosion in Warren, Ohio, so I suspect Donald Trump Jr will be by shortly to survey the damage",0,0
4818,2023-02-19 20:12:26+00:00,1627400738648326147,https://twitter.com/zulkar9messi/status/1627400738648326147,zulkar9messi,Jetpack.com,,Donald Trump to Tour the Damage of Norfolk Southern Derailment in Ohio Before Biden or Buttigieg – The Published Reporter® https://t.co/1v6Y7ueemS,0,0
4819,2023-02-19 20:12:23+00:00,1627400726442872835,https://twitter.com/lathrop_verna/status/1627400726442872835,lathrop_verna,Twitter Web App,,"@GunnerEst93 @KorimSamer @VincentCrypt46 I'm a Republican, very intelligent and I will vote for Donald Trump every time. I care about my country and don't want to see it ruined anymore by Biden.",0,0
4820,2023-02-19 20:12:20+00:00,1627400714229096456,https://twitter.com/SardonicPill/status/1627400714229096456,SardonicPill,Twitter for Android,🇬🇧 Brumtown,"Nothing speaks true to the teachings of Jesus than having sex with a pornagraphic actress, and then later using PUBLIC CAMPAIGN FUNDS as hush money to keep her quiet.

It's insane how zealot Christians in America can even put the name of Jesus and Donald Trump in the same breath.",0,0
4821,2023-02-19 20:12:14+00:00,1627400686970232832,https://twitter.com/iKnowNuffing/status/1627400686970232832,iKnowNuffing,Twitter for iPhone,,@ericareport How do you know when Donald Trump is lying?,0,0
4822,2023-02-19 20:12:12+00:00,1627400681723416577,https://twitter.com/PresidentsVisit/status/1627400681723416577,PresidentsVisit,Twitter Web App,"Mesa, AZ","Richard Nixon’s cartoon image had a revival in recent years, contrasting with Donald Trump! 

Check out “Richard Nixon and La Casa Pacifica”! 🦅🇺🇸🏛
https://t.co/rgmItSHUkR

#RichardNixon #LaCasaPacifica https://t.co/HqIZOvr0Fr",0,0
4823,2023-02-19 20:12:04+00:00,1627400648588161026,https://twitter.com/LauraLoomer/status/1627400648588161026,LauraLoomer,Twitter for iPhone,Florida ,".@ChrisMZiegler I know you were a Trump Electoral College member in 2016 and 2020. Congratulations on becoming the new Party Chairman. 

When can we expect you to throw the @FloridaGOP’s support behind President Donald Trump?

Surely you will publicly endorse him for 2024, right?",121,44
4824,2023-02-19 20:11:49+00:00,1627400585958899712,https://twitter.com/TheKeeper46/status/1627400585958899712,TheKeeper46,Twitter Web App,France,"‼️👀💥💊💊‼️

Le colonel américain à la retraite Douglas Macgregor, conseiller à la sécurité nationale du secrétaire à la Défense sous Donald Trump a décrit la situation actuelle en Ukraine comme une situation qui doit être attribuée.. https://t.co/x3zdTU9OG5",20,19
4825,2023-02-19 20:11:44+00:00,1627400562047168514,https://twitter.com/SandraRodkey/status/1627400562047168514,SandraRodkey,Twitter for iPhone,"Kansas City, MO","Read ""Donald Trump feud with ‘disgusting’ fisherman goes viral' on SmartNews: https://t.co/zo3c1UKblJ",0,0
4826,2023-02-19 20:11:34+00:00,1627400520976433155,https://twitter.com/lorenza71319/status/1627400520976433155,lorenza71319,Twitter Web App,United States,Donald Trump Calls Chris Cuomo 'Fredo' in Truth Social Attack https://t.co/1DjmwoyTxF,0,0
4827,2023-02-19 20:11:30+00:00,1627400503268360193,https://twitter.com/MakaLink1/status/1627400503268360193,MakaLink1,Twitter for Android,"Flatirons, Colorado, USA",Hey Donald Trump they want to know why you are such a cunt?,1,0
4828,2023-02-19 20:11:28+00:00,1627400494057390087,https://twitter.com/DougWalker9/status/1627400494057390087,DougWalker9,Twitter Web App,,"@mtaibbi Sen. John McCain, was Lenzi mentor.

 Lenzi cast his ballot for Hillary Clinton. He is one of the NH Republicans displeased with his party’s current nominee, Donald Trump, and dismayed that many party leaders are continuing to support him.",1,0
4829,2023-02-19 20:11:21+00:00,1627400466060410882,https://twitter.com/JanieGirlTX/status/1627400466060410882,JanieGirlTX,Twitter Web App,USA🇺🇸,"President Trump posted this on TruthSocial @realDonaldTrump 🇺🇸
Donald Trump and Andrew Jackson: History Repeats Itself - American Thinker
https://t.co/nE7EyzUYMN",0,0
4830,2023-02-19 20:11:06+00:00,1627400405604003840,https://twitter.com/moltenHotTakes/status/1627400405604003840,moltenHotTakes,"Cheap Bots, Done Quick!",,HOT TAKE: Donald Trump looks like a finch that never learned how to read #HotTake,0,0
4831,2023-02-19 20:11:05+00:00,1627400397382995968,https://twitter.com/patty_janda/status/1627400397382995968,patty_janda,Twitter for Android,"New Jersey, USA","President Trump took (and ACED) a cognitive test, WHY SHOULDN'T JOE BIDEN take a cognitive test?  Of course, BECAUSE HE'D FAIL IT!!  🙄 
@RonnyJacksonTX, @DonaldTrump, @POTUS, @BarackObama
https://t.co/3OgOrpiIAl",0,0
4832,2023-02-19 20:11:00+00:00,1627400376940138497,https://twitter.com/KRNV/status/1627400376940138497,KRNV,TweetDeck,"Reno, NV","A rally was held in Nashville against a bill that would change the name of a roadway honoring late Rep. John Lewis to ""President Donald Trump Boulevard."" https://t.co/am9FVV3G5y",4,0
4833,2023-02-19 20:10:58+00:00,1627400368916426752,https://twitter.com/TheMadSoaper99/status/1627400368916426752,TheMadSoaper99,Twitter for iPhone,"Minnesota, USA","@ennui365 “How Donald Trump's father instilled a culture of racism &amp; patriarchy in the family”

Check out the video on YouTube 
https://t.co/ohxrkagMVH",1,0
4834,2023-02-19 20:10:53+00:00,1627400347672014851,https://twitter.com/djswrd/status/1627400347672014851,djswrd,Twitter for iPad,WHERE THE SIDEWALK ENDS,"@1813Doncarlo It’s Howdy Doody Time
It’s Howdy Doody Time
Donald Trump and Howdy Do
Say Howdy do to you
Let’s give a rousing cheer
Cause Donald Trumps going to jail here
It’s time to start the trial
So let’s go.",1,0
4835,2023-02-19 20:10:36+00:00,1627400276696043522,https://twitter.com/Rake6978/status/1627400276696043522,Rake6978,Twitter Web App,North By God Carolina,@sianetta @JoeBiden @robreiner Now Meathead will likely post that Donald Trump should imprisoned for inappropriate hugging!,1,0
4836,2023-02-19 20:10:18+00:00,1627400202058448898,https://twitter.com/JimBren67113804/status/1627400202058448898,JimBren67113804,Twitter for iPhone,"23 Wilafra Place, New York",@DebbieSVA @DC_Draino No biden turned down assistance until Donald Trump said he was coming to Ohio to see the Crash site and meet the Victims Now That’s Leadership,16,0
4837,2023-02-19 20:10:04+00:00,1627400142675492866,https://twitter.com/PaulRBear4/status/1627400142675492866,PaulRBear4,Twitter for iPad,,"@MayraFlores2022 So you think Donald Trump is an appalling and hypocritical individual?

Welcome to the rest of the world!",0,0
4838,2023-02-19 20:10:00+00:00,1627400125428506625,https://twitter.com/Real22Patriot/status/1627400125428506625,Real22Patriot,TweetDeck, ,"Donald Trump and Lindsey Graham Team Up Against FBI
https://t.co/oX0vxdQ7nQ",0,0
4839,2023-02-19 20:09:58+00:00,1627400116465172483,https://twitter.com/monkeybone64/status/1627400116465172483,monkeybone64,Twitter for iPhone,"St. Louis, MO","Read ""Donald Trump feud with ‘disgusting’ fisherman goes viral' on SmartNews: https://t.co/bqHcHLP4Wk",0,0
4840,2023-02-19 20:09:49+00:00,1627400081778307073,https://twitter.com/Rational_Raven/status/1627400081778307073,Rational_Raven,Twitter for iPhone,,"People in the future are going to look back on this time and wonder how we ever let a guy like Donald Trump in office. All of his tweets/Truth Social posts are archived. They’ll be able to read all of the angry, unhinged rants about what people on TV say about him. Sad!",0,0
4841,2023-02-19 20:09:39+00:00,1627400040695185408,https://twitter.com/reasonabledem/status/1627400040695185408,reasonabledem,Twitter for iPhone,"The Woodlands, TX","@FredFournier16 @NPCliberator @JebraFaushay Wake up Man!  We all know when the FBI sorts this all out, whether it’s obesity or drinking, it will be a direct result of Donald Trump!  He must be stopped!  D.T. wants math and science taught in public schools, our kids don’t need that raciest crap!  Vote Dem!",0,0
4842,2023-02-19 20:09:27+00:00,1627399989952405507,https://twitter.com/chris90332869/status/1627399989952405507,chris90332869,Twitter for Android,,@elle_vonduyke All in for Donald Trump,3,0
4843,2023-02-19 20:09:21+00:00,1627399961095684102,https://twitter.com/DavidNi35951677/status/1627399961095684102,DavidNi35951677,Twitter for iPhone,,"@AshaRangappa_ @antipandemonium Really? As a former FBI agent? The same FBI that routinely broke the law in investigating Donald Trump and other Republicans? The same FBI that violated the privacy of tens of thousands of Americans? If not for Fox News, liberal propaganda like yours would go unchecked.",0,0
4844,2023-02-19 20:09:16+00:00,1627399942057693188,https://twitter.com/Penelop5309/status/1627399942057693188,Penelop5309,Twitter for iPhone,Texas Hill country,Randy Rainbow Performs at a Donald Trump Rally https://t.co/3Czm7dKaWC via @YouTube.  Im addicted! I need an intervention on @RandyRainbow skits!! #BroadwayBound!,0,0
4845,2023-02-19 20:09:03+00:00,1627399888609615875,https://twitter.com/HaroldT74411154/status/1627399888609615875,HaroldT74411154,Twitter Web App,,"Oh course, Trump's attitude toward Mike Pence has changed. Everything Trump does is predicated on how it best serves Donald Trump. It's all about him and him alone. Sad.",0,0
4846,2023-02-19 20:09:02+00:00,1627399883421360129,https://twitter.com/fred_chadwell/status/1627399883421360129,fred_chadwell,Twitter for Android,I live in Gainesville Florida!,"@hawkpopx7 @catturd2 More Lies!! Lol!!
Donald Trump leads Ron DeSantis by 20 points and he leads the babbling buffoon by 30 points as of today!! According to ABC's poles!!! Try again!!!",0,0
4847,2023-02-19 20:08:57+00:00,1627399862185521154,https://twitter.com/JDDOppenheimer/status/1627399862185521154,JDDOppenheimer,Twitter for Android,"Kansas, USA","@303john @GoFishLynn @chasminicozzi She should be wondering why they would schedule the ""seizure""of these documents with Donald Trump when they knew he wasn't there.
 She conveniently ignores the fact that Donald Trump would have had access to the evidence of the criminal coup That targeted him...",2,0
4848,2023-02-19 20:08:55+00:00,1627399854384381953,https://twitter.com/tripledouble/status/1627399854384381953,tripledouble,Twitter for iPhone,"Oakland, CA",@_LeighM_O @WokeyDokey777 @fischbyne And blame for nothing. On the manipulation scale of 0 to Donald Trump she’s like a Ron DeSantis. Speaks fairly articulately and hits buzz words/major talking points but it’s a veil to make the naive think she’s the leader they need. Her actions speak as loud as her words do.,0,0
4849,2023-02-19 20:08:51+00:00,1627399836659236865,https://twitter.com/GeneralSpanky76/status/1627399836659236865,GeneralSpanky76,Twitter Web App,🇺🇸 ,"@lindas5589 @britttgriffith @ChuckCallesto In July 2020, President Donald Trump withdrew the United States from membership in the WHO. Citing the WHO’s dismal performance in responding to the COVID pandemic and its ties to the Chinese Communist Party (CCP).",0,0
4850,2023-02-19 20:08:47+00:00,1627399820628398081,https://twitter.com/SharonCarbine/status/1627399820628398081,SharonCarbine,Twitter Web App,"Lancaster County, PA","I view #JackSmith as our white knight riding in on a horse to save us and our country
by prosecuting criminal #DonaldTrump &amp; his top 1/6/2021 #coup conspirators.

Sure hoping this comes true! https://t.co/RB8MoQyxmQ",48,12
4851,2023-02-19 20:08:45+00:00,1627399812411797506,https://twitter.com/Terrell67566682/status/1627399812411797506,Terrell67566682,Twitter for Android,,The truth is Donald Trump and Putin was working together,1,0
4852,2023-02-19 20:08:42+00:00,1627399800860643334,https://twitter.com/kitehnd/status/1627399800860643334,kitehnd,Twitter Web App,▫️◾◻️🌐◻️◾▫️,anybody else realise donald trump is literally thanos? #showerthoughts,1,1
4853,2023-02-19 20:08:39+00:00,1627399785748606977,https://twitter.com/Phoefken/status/1627399785748606977,Phoefken,Twitter for Android,Antwerpen,"Sammy Mahdi (CD&amp;V) reageert op bijnaam die Zuhal Demir (N-VA) hem aansmeert: “Alliteratie zoals Donald Trump ze gebruikt” 
 https://t.co/16tvDaRNOM",0,0
4854,2023-02-19 20:08:36+00:00,1627399775917047808,https://twitter.com/Nichola09381711/status/1627399775917047808,Nichola09381711,Twitter Web App,Tyler Texas 75707-7215,"@DC_Draino This is all the fault of ME who voted for Donald Trump. He ""ROLLED BACK  BARRY'S REGULATIONS"" WHICH PRODUCE THE CURRENT DISASTER. Therefore, I am GETTING WHAT I DESERVED?
He has plundered our seas, ravaged our Coasts, burnt our towns, and destroyed the lives of our people. 1776",1,0
4855,2023-02-19 20:08:24+00:00,1627399723127803904,https://twitter.com/juan_luis37/status/1627399723127803904,juan_luis37,Twitter for Android,Northern CA,Thought provoking Jimmy Dore Show segment about how the Deep State turned against Donald Trump.    https://t.co/0dGCgz2xaD,1,0
4856,2023-02-19 20:08:05+00:00,1627399642336964608,https://twitter.com/Terrell67566682/status/1627399642336964608,Terrell67566682,Twitter for Android,,Well my data say that is a lie who didn't start going to war with other country when Donald Trump was in office that mean Putin and Donald Trump has something was working together,1,0
4857,2023-02-19 20:08:02+00:00,1627399632803201027,https://twitter.com/DavidMking2022/status/1627399632803201027,DavidMking2022,Twitter for iPhone,,@Shannon18991575 @krassenstein Thank you Donald Trump! Let go of your pride. It’s not the time for that.  Biden already slowed them down with no acting quickly,0,0
4858,2023-02-19 20:07:57+00:00,1627399610174930944,https://twitter.com/randomtrump1/status/1627399610174930944,randomtrump1,Random Trump,,Random Trump https://t.co/5ewxnE9Boe - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/LimUsEzBhQ,0,0
4859,2023-02-19 20:07:54+00:00,1627399598456053760,https://twitter.com/RaulMartinez724/status/1627399598456053760,RaulMartinez724,Twitter for iPhone,"Illinois, USA","@AdamKinzinger Charlie Kirk has nothing. He’s done nothing, but talk. Just like his lord and savior, Donald Trump. https://t.co/DNcpjR89ts",0,0
4860,2023-02-19 20:07:51+00:00,1627399584568803328,https://twitter.com/Global_Courant/status/1627399584568803328,Global_Courant,Twitter Web App,,"Donald Trump Bashes Ron DeSantis Ahead of Presidential Primaries
https://t.co/ZYUs1JDizA",0,0
4861,2023-02-19 20:07:44+00:00,1627399555456159751,https://twitter.com/JoelFruchtman/status/1627399555456159751,JoelFruchtman,Twitter for Android,"SUFFOLK COUNTY, NEW YORK","https://t.co/HvE8aODdRP NO SIR. THAT IS PURE INSANITY! BRING MR DONALD TRUMP BACK. AND THE WORLD WILL BE A BETTER PLACE. PRESIDENT JOE BIDEN NEEDS TO BE INSTITUTIONALIZED FOR THE ACTIONS HE'S MADE,WITH THE UKRAINE AND THE CON MAN AND THE EX COMIC ZELENSKY!",2,0
4862,2023-02-19 20:07:28+00:00,1627399490343690242,https://twitter.com/Lookingup52/status/1627399490343690242,Lookingup52,Twitter for iPad,,"@emeriticus @RepThomasMassie We love @RepThomasMassie and @GovRonDeSantis and Donald Trump. Most people are not liking all of this nastiness. I know one thing, I trust @RepThomasMassie a lot.",71,6
4863,2023-02-19 20:07:16+00:00,1627399439785553923,https://twitter.com/ClausErnst/status/1627399439785553923,ClausErnst,Twitter Web App,"Berlin, Deutschland","@RolandSB13 @forthy42 @carlobrogna1 Auf jeden Fall interessant, weil ja auch High-Profile-Politiker, wie Donald Trump oder Boris Johnson mit Remdesivir behandelt wruden.",0,0
4864,2023-02-19 20:07:15+00:00,1627399433020112901,https://twitter.com/Phoefken/status/1627399433020112901,Phoefken,Twitter for Android,Antwerpen,"Evenwicht zoeken, net dat dat rechtse rakkertjes van @de_NVA
niet kunnen.

Sammy Mahdi (CD&amp;V) reageert op bijnaam die Zuhal Demir (N-VA) hem aansmeert: “Alliteratie zoals Donald Trump ze gebruikt” 
 https://t.co/16tvDaRNOM",0,0
4865,2023-02-19 20:07:14+00:00,1627399429622796288,https://twitter.com/Vensacerdote/status/1627399429622796288,Vensacerdote,Twitter for iPhone,"Florida, USA",@ProjectLincoln Donald Trump,0,0
4866,2023-02-19 20:06:49+00:00,1627399324739960833,https://twitter.com/TommyBo03328068/status/1627399324739960833,TommyBo03328068,Twitter for Android,,@RealFKD1974 I don't like #DonaldTrump attacking @RonDeSantisFL,2,0
4867,2023-02-19 20:06:36+00:00,1627399270683840515,https://twitter.com/Mutantoide/status/1627399270683840515,Mutantoide,Twitter Web App,"América (Colombia, todxs)","@ScratchinPro @signorazizania ...y la idea de una intervención RUS es bella, peeero: tienes sí o sí que meter a la ecuación que Donald Trump *de forma activa y directa* se pasó por el follelle, como, 17 puntos de modernización+blindaje cibernético a redes ferroviarias en USA.

el Trumpismo sale caro.",1,0
4868,2023-02-19 20:06:32+00:00,1627399254892331009,https://twitter.com/CBoTheEggman/status/1627399254892331009,CBoTheEggman,Twitter for Android,,"The Republican party continues to show that it is too cowardly to stand up to Donald Trump, a former game show host who became president even though he lost the popular vote, then proceeded to lose the House, Senate, and Presidency for his party.",59,10
4869,2023-02-19 20:06:21+00:00,1627399209350574081,https://twitter.com/DougM52019872/status/1627399209350574081,DougM52019872,Twitter Web App,,"The word went out, ""Donald Trump must not be re-elected in 2020"" The election will be rigged to put Biden in the Oval Office, and no-one is to admit, investigate or entertain any discussions on election fraud.",0,0
4870,2023-02-19 20:06:16+00:00,1627399186730700800,https://twitter.com/johnwinger98524/status/1627399186730700800,johnwinger98524,Twitter for iPhone,,"@perinejennifer5 @jmthompson85 @cav58669503 @tracybeanz You must really have a sad life believing all@this crap that people like Donald Trump are slinging.  I really hope you realize he is only out for himself, the only time he sees the people is when he looks down to see what he’s stepping on.  Same goes for Kari Lake",0,0
4871,2023-02-19 20:06:07+00:00,1627399150550540290,https://twitter.com/DavisVal6/status/1627399150550540290,DavisVal6,Twitter for Android,,@RonnyJacksonTX Although people like you bow down to Donald Trump he ain't nothing but a false prophet he's a want to be king but I'll never be of anybody he says he's a billionaire but in reality he's really not but here you want to try to attack the president of the United States please,0,0
4872,2023-02-19 20:06:00+00:00,1627399118912978945,https://twitter.com/ReachZone/status/1627399118912978945,ReachZone,TweetDeck,,"The Republican Opponent of Donald Trump Made a Major Career Change
https://t.co/Fselfvp6Xb",0,0
4873,2023-02-19 20:05:55+00:00,1627399097459122178,https://twitter.com/Jiffy_Jimmy/status/1627399097459122178,Jiffy_Jimmy,Twitter for Android,"Tampa, FL",@DeSantisFan2024 I live in Florida and voted for the governor twice. I will not support Donald Trump's any more.,6,0
4874,2023-02-19 20:05:37+00:00,1627399023379247107,https://twitter.com/LifeLongRepubl/status/1627399023379247107,LifeLongRepubl,Twitter for iPhone,"anywhere, USA","@RepMTG Ms Green you seem to have forgotten the amount Trump contributed to the debt Trump filed bankruptcy 7 times the United States cannot. Fact Check: Under Donald Trump, Did U.S. Accrue 25% of National Debt? 7+ trillion to be factual",0,0
4875,2023-02-19 20:05:17+00:00,1627398941498302464,https://twitter.com/Iceberg02495599/status/1627398941498302464,Iceberg02495599,Twitter for Android,,"@SenTedCruz MAGAs work for
1 Donald Trump
2 Big oil companies
3 NRA",0,0
4876,2023-02-19 20:05:13+00:00,1627398921830993923,https://twitter.com/TheGatekeeper37/status/1627398921830993923,TheGatekeeper37,Twitter Web App,,"No-what we need until we do get a True Leader-Like Donald Trump in our Whitehouse, the Good Leaders of the States of the United States need to take control and the Soldiers and good law enforcement Dept.'s need to decide: Which side they are on. Side of Freedom in America or a",1,0
4877,2023-02-19 20:05:00+00:00,1627398870299820033,https://twitter.com/GoodVsEvil07/status/1627398870299820033,GoodVsEvil07,Twitter Web App,,Baker’s testimony paints a picture of an eager reporter who wanted to share evidence with the FBI related to Donald Trump and his campaign. He also said he recalled that Corn provided him with Steele’s information prior to the election.,0,0
4878,2023-02-19 20:05:00+00:00,1627398867166826497,https://twitter.com/Real22Patriot/status/1627398867166826497,Real22Patriot,TweetDeck, ,"Donald Trump and Biden Hold Showdown Rallies in the Same City
https://t.co/TLMYGZdBIs",0,0
4879,2023-02-19 20:04:58+00:00,1627398861978230786,https://twitter.com/Contess18591434/status/1627398861978230786,Contess18591434,Twitter Web App,,"Watch: Ann Coulter says Donald Trump is 'profoundly stupid'
 https://t.co/bdqoAgA5LV https://t.co/ffepw5suLn",0,0
4880,2023-02-19 20:04:52+00:00,1627398833851494401,https://twitter.com/MissJ3245/status/1627398833851494401,MissJ3245,Twitter Web App,,@NickAdamsinUSA No we don’t. We want Donald Trump behind bars in Federal Prison. You don’t speak for all Americans. You Australian Born Beta Bot!,0,0
4881,2023-02-19 20:04:52+00:00,1627398833729675267,https://twitter.com/apDNC_gpt2/status/1627398833729675267,apDNC_gpt2,ApdncGpt2,,"@TheDemCoalition If the @Starbucks CEO is a union member, then you should take the side of workers — no matter what Donald Trump thinks.

#In1CoWork",0,0
4882,2023-02-19 20:04:51+00:00,1627398831238414336,https://twitter.com/JaValemcgeeforg/status/1627398831238414336,JaValemcgeeforg,Twitter for iPhone,,@Marcel4Congress “Biden was friends with segregationist” is a fair criticism but not really a great defense of Donald trump. You know the guy who was sued by the justice department in the 70s for racial discrimination in his housing.,0,0
4883,2023-02-19 20:04:49+00:00,1627398821394149377,https://twitter.com/Anthonynpa/status/1627398821394149377,Anthonynpa,Twitter Web App, Pa,"@mcall My opinion, you want to know where the gold is the golden statue of Donald Trump
Would be some of it
All the parts of his gold are the ones he sells when he's doing his Rally's &amp; fundraisers you see the loose symbol on the screen that you can buy pieces of gold",0,0
4884,2023-02-19 20:04:42+00:00,1627398790868086786,https://twitter.com/JimmyMcnulty31/status/1627398790868086786,JimmyMcnulty31,Twitter for Android,Dublin,@krassenstein He is a fine man. So difficult to process a country that can produce a man like Jimmy Carter can also produce 75 million people who idolise the moral vacuum that is Donald Trump.,2,0
